  EVENTID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,DEPFIX,AUTHOR   ,TYPE  ,MAG ,,,
1678557,ISC      ,15-05-1999,40:53.3,5.0911,94.313,46,TRUE  ,ISC      ,mb    ,4.2,,,
1678646,ISC      ,15-05-1999,05:26.5,-4.1995,102.5041,67.8,      ,ISC      ,mb    ,5.1,,,
1679258,ISC      ,16-05-1999,19:28.4,3.5753,95.688,50,TRUE  ,ISC      ,mb    ,4,,,
1679363,ISC      ,16-05-1999,10:54.8,-9.5712,106.5271,29.9,      ,ISC      ,mb    ,4.7,,,
1680213,ISC      ,18-05-1999,24:49.4,-0.5128,100.0148,105.4,      ,ISC      ,mb    ,4.5,,,
1680325,ISC      ,19-05-1999,10:29.8,-5.2412,102.3208,34,TRUE  ,ISC      ,mb    ,5.1,ISC      ,MS    ,4.8
1680441,ISC      ,19-05-1999,53:54.6,0.1713,98.5489,48,TRUE  ,ISC      ,mb    ,4.4,,,
1680735,ISC      ,20-05-1999,29:09.6,-7.1282,106.0431,63,TRUE  ,ISC      ,mb    ,4.8,,,
1680971,ISC      ,21-05-1999,04:25.4,1.4268,99.5081,200,TRUE  ,ISC      ,mb    ,4.4,,,
1681504,ISC      ,22-05-1999,50:53.3,9.3179,93.9474,22,TRUE  ,ISC      ,mb    ,4,,,
1682231,ISC      ,24-05-1999,02:49.3,-9.9364,109.174,32.1,      ,ISC      ,mb    ,4.9,ISC      ,MS    ,4.3
1682458,ISC      ,24-05-1999,23:54.0,-9.9764,109.0174,25,      ,ISC      ,mb    ,4.6,,,
1682753,ISC      ,25-05-1999,00:26.9,3.6966,90.1328,31.8,      ,ISC      ,mb    ,5.2,ISC      ,MS    ,5.1
1682904,ISC      ,26-05-1999,37:54.3,-6.2863,106.4161,138.4,      ,ISC      ,mb    ,4.8,,,
1683313,ISC      ,27-05-1999,45:01.1,4.1028,95.9548,35,TRUE  ,ISC      ,mb    ,4,,,
1683376,ISC      ,27-05-1999,38:30.2,4.0545,95.5992,51,TRUE  ,ISC      ,mb    ,4.6,ISC      ,MS    ,4
1683741,ISC      ,28-05-1999,09:54.0,-0.882,98.4728,33.8,      ,ISC      ,mb    ,4.8,ISC      ,MS    ,4.5
1683954,ISC      ,28-05-1999,51:54.5,-5.117,103.5439,49,TRUE  ,ISC      ,mb    ,4,,,
1684805,ISC      ,31-05-1999,33:10.0,-4.9127,103.7026,49,TRUE  ,ISC      ,mb    ,4.6,,,
1653530,ISC      ,02-06-1999,01:51.2,-0.223,98.772,50,TRUE  ,ISC      ,mb    ,4.2,,,
1698574,ISC      ,02-06-1999,19:04.2,8.7309,93.8678,22,TRUE  ,ISC      ,mb    ,4.5,ISC      ,MS    ,4.3
1698735,ISC      ,04-06-1999,23:54.3,-3.4554,102.4103,95,TRUE  ,ISC      ,mb    ,4.1,,,
1698801,ISC      ,05-06-1999,22:30.5,-5.0525,102.9191,59,TRUE  ,ISC      ,mb    ,4,,,
1698901,ISC      ,07-06-1999,35:38.9,6.1514,94.9453,35,TRUE  ,ISC      ,mb    ,4.3,,,
1698909,ISC      ,07-06-1999,18:21.2,6.6407,95.227,35,TRUE  ,ISC      ,mb    ,4.2,,,
1653718,ISC      ,10-06-1999,06:41.2,-6.66,105.9977,97.7,      ,ISC      ,mb    ,5,,,
1653736,ISC      ,10-06-1999,45:40.0,-6.8645,105.2183,56,TRUE  ,ISC      ,mb    ,4.6,,,
1653756,ISC      ,12-06-1999,18:51.7,-6.09,102.0649,27.7,      ,ISC      ,mb    ,5,ISC      ,MS    ,5.1
1699268,ISC      ,13-06-1999,45:26.1,-6.8034,100.2811,35,TRUE  ,ISC      ,mb    ,4.4,,,
1699374,ISC      ,15-06-1999,11:11.4,-6.2678,106.6339,35,TRUE  ,ISC      ,mb    ,4.4,,,
1699423,ISC      ,15-06-1999,56:47.3,-3.5313,101.7951,71,TRUE  ,ISC      ,mb    ,4.3,,,
1653918,ISC      ,19-06-1999,56:26.3,-7.1929,107.0845,95,TRUE  ,ISC      ,mb    ,4.3,,,
1699754,ISC      ,19-06-1999,06:26.4,4.7574,94.3749,35,TRUE  ,ISC      ,mb    ,4.1,,,
1653972,ISC      ,20-06-1999,47:57.6,1.9169,99.0233,124.3,      ,ISC      ,mb    ,4.4,,,
1699920,ISC      ,22-06-1999,35:55.5,-3.8914,102.5378,65,TRUE  ,ISC      ,mb    ,4.7,,,
1700966,ISC      ,22-06-1999,11:36.9,4.7938,94.416,37.5,      ,ISC      ,mb    ,4.9,ISC      ,MS    ,4.3
1654120,ISC      ,27-06-1999,36:16.4,-8.1689,107.692,35,TRUE  ,ISC      ,mb    ,4.2,,,
1700349,ISC      ,27-06-1999,25:18.5,-6.5428,104.0202,48,TRUE  ,ISC      ,mb    ,4.5,,,
1700437,ISC      ,28-06-1999,12:12.6,2.6925,96.4521,50.9,      ,ISC      ,mb    ,4.7,,,
1654311,ISC      ,05-07-1999,01:53.2,4.7553,94.5394,43,TRUE  ,ISC      ,mb    ,4.2,,,
1654434,ISC      ,10-07-1999,23:05.1,7.328,94.1052,24,TRUE  ,ISC      ,mb    ,4.5,,,
1715138,ISC      ,11-07-1999,54:25.7,7.9084,94.6256,21,TRUE  ,ISC      ,mb    ,4.2,,,
1715140,ISC      ,11-07-1999,04:58.2,7.2451,93.885,20,TRUE  ,ISC      ,mb    ,4.2,,,
1715181,ISC      ,11-07-1999,30:29.1,-3.6891,102.5674,95,TRUE  ,ISC      ,mb    ,4.5,,,
1715260,ISC      ,12-07-1999,51:26.1,9.2365,94.6569,35,TRUE  ,ISC      ,mb    ,4.2,,,
1715262,ISC      ,12-07-1999,18:33.5,-5.7719,105.6165,35,TRUE  ,ISC      ,mb    ,4.2,,,
1654504,ISC      ,13-07-1999,52:54.7,-7.0978,107.1172,93.1,      ,ISC      ,mb    ,4.9,,,
1715307,ISC      ,13-07-1999,12:21.5,-4.6358,102.8137,64,TRUE  ,ISC      ,mb    ,4.4,,,
1654584,ISC      ,17-07-1999,00:37.4,-4.659,101.9954,37,TRUE  ,ISC      ,mb    ,4.8,ISC      ,MS    ,4.4
1654646,ISC      ,19-07-1999,37:20.3,7.3816,94.3182,24,TRUE  ,ISC      ,mb    ,4.4,ISC      ,MS    ,4.2
1704947,ISC      ,21-07-1999,46:30.7,4.5833,97.1676,173.5,      ,ISC      ,mb    ,5.8,,,
1715735,ISC      ,22-07-1999,24:16.6,-2.9326,102.3525,118,TRUE  ,ISC      ,mb    ,4.2,,,
1654720,ISC      ,22-07-1999,25:15.8,-7.0489,106.8408,95,TRUE  ,ISC      ,mb    ,4.5,,,
1654730,ISC      ,22-07-1999,02:24.3,3.6156,95.0852,32.9,      ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.2
1659687,ISC      ,23-07-1999,52:11.4,-6.7174,106.6346,171.1,TRUE  ,ISC      ,mb    ,4.3,,,
1659847,ISC      ,27-07-1999,17:13.7,-8.0364,109.3136,120,TRUE  ,ISC      ,mb    ,4,,,
1654830,ISC      ,29-07-1999,28:07.2,-5.6071,103.5645,10,TRUE  ,ISC      ,mb    ,4.6,,,
1715976,ISC      ,30-07-1999,39:35.1,-8.166,109.265,35,TRUE  ,ISC      ,mb    ,4.6,,,
1716028,ISC      ,31-07-1999,06:20.2,9.8683,93.0346,43,TRUE  ,ISC      ,mb    ,4.3,,,
1654876,ISC      ,01-08-1999,22:08.1,-2.1992,101.315,100,TRUE  ,ISC      ,mb    ,4.6,,,
1659888,ISC      ,09-08-1999,50:39.2,-7.0239,107.159,100,TRUE  ,ISC      ,mb    ,4.4,,,
1716537,ISC      ,09-08-1999,27:28.2,-5.8671,104.1077,42,TRUE  ,ISC      ,mb    ,4.5,,,
1655040,ISC      ,09-08-1999,00:01.8,-6.156,104.0959,42,TRUE  ,ISC      ,mb    ,4.8,ISC      ,MS    ,5
1655080,ISC      ,11-08-1999,28:31.6,-6.0417,105.3555,36.4,      ,ISC      ,mb    ,4.9,ISC      ,MS    ,4.7
1655152,ISC      ,14-08-1999,16:53.7,-5.8316,104.6305,105.4,      ,ISC      ,mb    ,6.4,,,
1716801,ISC      ,14-08-1999,48:15.0,-5.1764,103.1998,49,TRUE  ,ISC      ,mb    ,4.3,,,
1655158,ISC      ,14-08-1999,38:18.2,-6.3259,104.0595,47.2,      ,ISC      ,mb    ,4.7,,,
1655170,ISC      ,15-08-1999,42:23.1,-0.7432,96.7865,21,TRUE  ,ISC      ,mb    ,4.3,,,
1660167,ISC      ,16-08-1999,17:38.2,-4.4993,103.4656,105,TRUE  ,ISC      ,mb    ,4.3,,,
1717380,ISC      ,22-08-1999,02:09.3,-3.8708,101.1177,50,TRUE  ,ISC      ,mb    ,4.2,,,
1717475,ISC      ,24-08-1999,29:54.3,2.5166,94.7076,21,TRUE  ,ISC      ,mb    ,4.4,ISC      ,MS    ,4
1717530,ISC      ,25-08-1999,42:20.4,1.9769,97.2791,33,TRUE  ,ISC      ,mb    ,4.4,,,
1717671,ISC      ,28-08-1999,48:47.0,4.9631,93.3018,29,TRUE  ,ISC      ,mb    ,4.1,,,
1655550,ISC      ,29-08-1999,54:38.6,8.388,93.8807,29.2,      ,ISC      ,mb    ,4.5,ISC      ,MS    ,4.2
1655552,ISC      ,29-08-1999,44:53.9,8.4312,93.8118,29.6,      ,ISC      ,mb    ,4.9,ISC      ,MS    ,4.8
1717705,ISC      ,29-08-1999,09:38.8,8.0136,93.4637,11.7,      ,ISC      ,mb    ,4.3,,,
1660371,ISC      ,29-08-1999,30:59.2,-8.8245,109.0238,55,TRUE  ,ISC      ,mb    ,4,,,
1660415,ISC      ,31-08-1999,11:45.7,-9.2106,107.337,21,TRUE  ,ISC      ,mb    ,4.6,,,
1655700,ISC      ,05-09-1999,57:49.8,-8.9772,106.6468,31.3,      ,ISC      ,mb    ,5.2,ISC      ,MS    ,5
1655774,ISC      ,07-09-1999,42:41.0,1.9087,97.3486,21,      ,ISC      ,mb    ,4.5,ISC      ,MS    ,4.6
1655836,ISC      ,09-09-1999,25:46.9,-5.3506,102.8417,33.1,      ,ISC      ,mb    ,4.5,ISC      ,MS    ,4.3
1655992,ISC      ,16-09-1999,33:58.9,7.2343,94.1192,20,TRUE  ,ISC      ,mb    ,4.5,,,
1656034,ISC      ,18-09-1999,52:35.2,-4.1363,103.1871,24.2,      ,ISC      ,mb    ,5,ISC      ,MS    ,5.2
1656054,ISC      ,19-09-1999,57:21.9,-4.99,102.3256,35,TRUE  ,ISC      ,mb    ,4.8,ISC      ,MS    ,4.2
1656210,ISC      ,21-09-1999,48:00.9,9.3425,93.5357,21.2,      ,ISC      ,mb    ,4.2,,,
1656294,ISC      ,22-09-1999,23:05.2,1.6147,99.1119,90,TRUE  ,ISC      ,mb    ,4.5,,,
1656316,ISC      ,22-09-1999,49:04.3,1.7937,99.5271,10,TRUE  ,ISC      ,mb    ,4.1,ISC      ,MS    ,4.1
1719117,ISC      ,27-09-1999,55:54.8,-5.7781,103.7635,34.3,      ,ISC      ,mb    ,4.2,,,
1656492,ISC      ,27-09-1999,58:07.1,-4.8248,102.9905,57,      ,ISC      ,mb    ,5.2,ISC      ,MS    ,4.7
1719175,ISC      ,28-09-1999,24:32.7,-5.4722,103.7518,47,TRUE  ,ISC      ,mb    ,4.3,,,
1642385,ISC      ,01-10-1999,19:20.5,-5.4305,104.4373,61.5,      ,ISC      ,mb    ,4.5,,,
1642988,ISC      ,06-10-1999,50:18.6,-4.5112,102.645,56,TRUE  ,ISC      ,mb    ,4.5,,,
1862376,ISC      ,07-10-1999,04:09.3,5.1525,94.3913,43,TRUE  ,ISC      ,mb    ,4.7,,,
1643038,ISC      ,07-10-1999,04:24.0,5.2704,94.5146,46,TRUE  ,ISC      ,mb    ,4.6,,,
1643106,ISC      ,08-10-1999,59:15.2,1.7656,97.5374,30,TRUE  ,ISC      ,mb    ,4.3,,,
1862617,ISC      ,08-10-1999,08:28.9,-2.3112,99.4792,30,TRUE  ,ISC      ,mb    ,4.4,,,
1643134,ISC      ,08-10-1999,32:14.8,-1.9701,100.9051,62,TRUE  ,ISC      ,mb    ,4.8,,,
1643554,ISC      ,13-10-1999,16:08.3,-6.075,103.5142,44.3,      ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.4
1644398,ISC      ,18-10-1999,54:50.8,-6.3448,103.7698,48,TRUE  ,ISC      ,mb    ,4.7,,,
1644624,ISC      ,20-10-1999,50:28.8,-3.4438,102.7664,180,TRUE  ,ISC      ,mb    ,4.3,,,
1865773,ISC      ,22-10-1999,11:14.3,8.5197,94.5441,35,TRUE  ,ISC      ,mb    ,4.2,,,
1645098,ISC      ,23-10-1999,18:57.0,3.9693,95.9705,48.1,      ,ISC      ,mb    ,4.4,,,
1866132,ISC      ,24-10-1999,49:48.1,-1.9093,99.9134,34,TRUE  ,ISC      ,mb    ,4.1,,,
1645168,ISC      ,24-10-1999,28:47.4,-1.963,100.868,43.5,      ,ISC      ,mb    ,4.4,,,
1645178,ISC      ,24-10-1999,42:04.0,3.2458,98.5429,150,TRUE  ,ISC      ,mb    ,4.4,,,
1866270,ISC      ,24-10-1999,24:52.5,1.1033,98.5562,25.7,      ,ISC      ,mb    ,4.4,,,
1645312,ISC      ,25-10-1999,58:02.8,-8.6694,106.0495,22,TRUE  ,ISC      ,mb    ,4.6,,,
1866556,ISC      ,26-10-1999,04:01.3,-8.4624,105.0107,33.5,      ,ISC      ,mb    ,4,,,
1645420,ISC      ,26-10-1999,06:02.1,-8.5022,106.3645,30,TRUE  ,ISC      ,mb    ,4.2,,,
1645438,ISC      ,26-10-1999,53:06.0,5.1983,94.1622,34,TRUE  ,ISC      ,mb    ,4.3,,,
1649013,ISC      ,02-11-1999,10:44.9,3.3317,90.284,35,TRUE  ,ISC      ,mb    ,4.3,,,
1649204,ISC      ,04-11-1999,31:40.7,4.6944,94.0526,12.3,      ,ISC      ,mb    ,4.3,ISC      ,MS    ,4.1
1649202,ISC      ,04-11-1999,32:03.0,4.6429,93.8804,16.1,      ,ISC      ,mb    ,4.4,,,
1649507,ISC      ,07-11-1999,17:32.0,-9.1906,108.1219,24.8,      ,ISC      ,mb    ,4.1,,,
1957412,ISC      ,07-11-1999,49:36.6,8.507,93.2725,26,TRUE  ,ISC      ,mb    ,4.2,,,
1957449,ISC      ,08-11-1999,11:36.8,5.0726,95.9678,100,TRUE  ,ISC      ,mb    ,4.2,,,
1650027,ISC      ,12-11-1999,42:09.6,-9.7121,108.6342,27,TRUE  ,ISC      ,mb    ,4,,,
1650058,ISC      ,12-11-1999,44:22.3,-5.161,103.3699,49,TRUE  ,ISC      ,mb    ,4.5,,,
1650060,ISC      ,12-11-1999,48:21.8,-7.7345,108.0491,92.9,      ,ISC      ,mb    ,4.9,,,
1650728,ISC      ,16-11-1999,37:31.5,-4.5769,103.2837,67.2,      ,ISC      ,mb    ,4.7,,,
1651024,ISC      ,18-11-1999,57:11.9,-6.202,106.7104,141,TRUE  ,ISC      ,mb    ,4.2,,,
1651168,ISC      ,20-11-1999,16:35.8,0.5052,98.6186,31.9,      ,ISC      ,mb    ,4.7,,,
1651298,ISC      ,21-11-1999,08:55.9,3.3481,96.5138,140,TRUE  ,ISC      ,mb    ,4.2,,,
1651332,ISC      ,21-11-1999,10:24.9,-6.433,104.6332,40,TRUE  ,ISC      ,mb    ,4.3,,,
1651558,ISC      ,23-11-1999,25:46.9,-6.7693,105.445,53,TRUE  ,ISC      ,mb    ,4.4,,,
1651602,ISC      ,24-11-1999,51:38.9,5.9159,94.3259,53.7,      ,ISC      ,mb    ,5,,,
1959254,ISC      ,27-11-1999,40:53.8,6.265,93.8799,35,TRUE  ,ISC      ,mb    ,4.1,,,
1652294,ISC      ,30-11-1999,00:53.9,-4.8156,101.9222,36,TRUE  ,ISC      ,mb    ,4.7,,,
1662888,ISC      ,01-12-1999,16:03.9,-8.8938,106.6459,28,TRUE  ,ISC      ,mb    ,4.3,,,
1657879,ISC      ,01-12-1999,09:35.7,-4.7653,102.0307,36,TRUE  ,ISC      ,mb    ,4.8,,,
1657891,ISC      ,02-12-1999,40:40.7,-2.8472,101.594,71.1,      ,ISC      ,mb    ,5,,,
1959554,ISC      ,02-12-1999,08:19.3,1.5338,97.5166,30,TRUE  ,ISC      ,mb    ,4.1,,,
1663001,ISC      ,07-12-1999,05:12.8,-4.488,103.3188,105,TRUE  ,ISC      ,mb    ,4.1,,,
1959716,ISC      ,07-12-1999,31:50.8,4.0414,95.7057,51,TRUE  ,ISC      ,mb    ,4.3,,,
1658037,ISC      ,08-12-1999,32:11.9,-5.0487,103.4618,49,TRUE  ,ISC      ,mb    ,4.6,,,
1663016,ISC      ,08-12-1999,14:24.5,-7.6989,107.7304,75,TRUE  ,ISC      ,mb    ,4.6,,,
1720176,ISC      ,08-12-1999,15:05.5,4.5236,96.5671,33,TRUE  ,ISC      ,mb    ,4.3,,,
1960016,ISC      ,13-12-1999,37:10.2,-9.215,106.986,32.9,      ,ISC      ,mb    ,4,,,
1960043,ISC      ,14-12-1999,29:36.5,-8.019,108.2183,70,TRUE  ,ISC      ,mb    ,4.3,,,
1658213,ISC      ,14-12-1999,58:45.4,-0.7786,98.6691,20.5,      ,ISC      ,mb    ,4.5,ISC      ,MS    ,4
1960079,ISC      ,14-12-1999,12:29.5,-0.7668,98.6178,17.8,      ,ISC      ,mb    ,4.3,,,
1658237,ISC      ,15-12-1999,23:55.7,-0.4817,99.2862,54,TRUE  ,ISC      ,mb    ,4.5,,,
1658291,ISC      ,18-12-1999,50:35.4,7.072,94.2385,25.3,      ,ISC      ,mb    ,4.9,ISC      ,MS    ,4.6
1663217,ISC      ,20-12-1999,10:02.3,-6.8446,107.1815,95,TRUE  ,ISC      ,mb    ,4,,,
2108724,ISC      ,21-12-1999,14:59.5,-6.7361,105.579,65.4,      ,ISC      ,mb    ,6.4,,,
1960437,ISC      ,21-12-1999,28:47.9,-6.9002,105.8787,63,TRUE  ,ISC      ,mb    ,4.3,,,
1663321,ISC      ,24-12-1999,36:44.1,-5.9636,106.4017,141,TRUE  ,ISC      ,mb    ,4,,,
1721543,ISC      ,25-12-1999,36:22.0,7.1684,94.5373,28.4,      ,ISC      ,mb    ,4.1,,,
1663369,ISC      ,25-12-1999,11:57.5,-6.7083,105.755,97,TRUE  ,ISC      ,mb    ,4.2,,,
1721592,ISC      ,25-12-1999,50:40.6,9.0909,93.0208,31.9,      ,ISC      ,mb    ,4.1,,,
2106577,ISC      ,28-12-1999,08:50.1,6.9934,93.1188,20,TRUE  ,ISC      ,mb    ,4.4,,,
1658637,ISC      ,29-12-1999,17:19.4,-0.5086,99.6024,47,      ,ISC      ,mb    ,5.3,ISC      ,MS    ,5
1725465,ISC      ,04-01-2000,21:13.7,-1.9999,100.8996,62,TRUE  ,ISC      ,mb    ,4.6,,,
1725563,ISC      ,05-01-2000,10:04.4,-9.2443,109.5462,35,TRUE  ,ISC      ,mb    ,4.8,ISC      ,MS    ,4.2
1725575,ISC      ,05-01-2000,09:46.7,-9.3677,109.5987,35,TRUE  ,ISC      ,mb    ,4.3,,,
1725585,ISC      ,05-01-2000,25:40.7,-8.8243,109.4813,35,TRUE  ,ISC      ,mb    ,4.1,,,
1725583,ISC      ,05-01-2000,26:07.8,-9.1225,109.6158,27.8,      ,ISC      ,mb    ,5.6,ISC      ,MS    ,5.5
1725615,ISC      ,06-01-2000,56:20.5,2.0181,98.0467,43.1,      ,ISC      ,mb    ,5,ISC      ,MS    ,4.1
2210698,ISC      ,08-01-2000,44:55.3,-6.7462,105.6188,62.8,      ,ISC      ,mb    ,5.5,,,
1726038,ISC      ,12-01-2000,42:42.2,-7.423,104.1497,35,TRUE  ,ISC      ,mb    ,4.5,,,
1726050,ISC      ,12-01-2000,22:40.4,-6.9555,105.4839,56,TRUE  ,ISC      ,mb    ,4,,,
1727517,ISC      ,16-01-2000,33:14.1,-5.3739,103.5626,35,TRUE  ,ISC      ,mb    ,4.1,,,
1726424,ISC      ,18-01-2000,13:53.0,5.6888,94.3033,68.3,      ,ISC      ,mb    ,4.2,,,
1726674,ISC      ,21-01-2000,17:27.0,-1.385,98.7549,25,TRUE  ,ISC      ,mb    ,5,ISC      ,MS    ,4.7
1726718,ISC      ,22-01-2000,07:30.9,6.1288,94.8899,73,TRUE  ,ISC      ,mb    ,4,,,
1727364,ISC      ,30-01-2000,08:54.2,-7.9665,103.6962,35,TRUE  ,ISC      ,mb    ,4.1,,,
1728712,ISC      ,15-02-2000,27:27.7,-7.1355,106.6117,80,TRUE  ,ISC      ,mb    ,4.4,,,
1728776,ISC      ,16-02-2000,45:48.4,-7.1357,105.3407,56,TRUE  ,ISC      ,mb    ,4.5,,,
1728816,ISC      ,16-02-2000,53:04.2,-9.6773,107.7802,28.7,      ,ISC      ,mb    ,4.7,,,
1728978,ISC      ,18-02-2000,08:08.7,-4.6424,102.7421,10.1,      ,ISC      ,mb    ,4.5,,,
1733022,ISC      ,21-02-2000,57:21.8,-5.8841,106.2716,137,TRUE  ,ISC      ,mb    ,4.6,,,
1733068,ISC      ,22-02-2000,27:21.5,-6.7751,102.1466,36.2,      ,ISC      ,mb    ,4.9,ISC      ,MS    ,4.3
1789160,ISC      ,25-02-2000,10:26.2,-6.294,105.0683,51,TRUE  ,ISC      ,mb    ,4.9,,,
1733298,ISC      ,02-03-2000,11:11.4,0.4338,98.4284,43,TRUE  ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.2
1733310,ISC      ,03-03-2000,20:49.9,5.0011,96.0197,29,TRUE  ,ISC      ,mb    ,4.8,,,
1789649,ISC      ,03-03-2000,50:53.3,-8.8186,108.4876,55,TRUE  ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.2
1733364,ISC      ,04-03-2000,13:26.4,4.0375,96.4785,63,TRUE  ,ISC      ,mb    ,4,,,
2424218,ISC      ,06-03-2000,50:45.1,-4.6678,103.1755,59,TRUE  ,ISC      ,mb    ,4.3,,,
1733424,ISC      ,07-03-2000,49:16.1,3.5194,95.9755,49.7,      ,ISC      ,mb    ,4.7,,,
2202941,ISC      ,07-03-2000,34:16.6,-8.8794,108.5218,31,TRUE  ,ISC      ,mb    ,4.4,,,
1733496,ISC      ,10-03-2000,22:46.7,-8.8553,106.2581,23.9,      ,ISC      ,mb    ,5.6,ISC      ,MS    ,5.1
1733502,ISC      ,10-03-2000,32:13.7,4.7683,95.9112,31,      ,ISC      ,mb    ,5,ISC      ,MS    ,5.2
2424458,ISC      ,11-03-2000,55:48.4,4.5981,96.0173,31,TRUE  ,ISC      ,mb    ,4.2,,,
2424508,ISC      ,11-03-2000,51:29.1,4.5547,95.9032,31,TRUE  ,ISC      ,mb    ,4.2,,,
1733596,ISC      ,14-03-2000,06:16.9,-6.1524,104.3366,49,TRUE  ,ISC      ,mb    ,4.8,,,
1790522,ISC      ,14-03-2000,33:22.3,-7.1517,106.1276,63,TRUE  ,ISC      ,mb    ,4.1,,,
1733606,ISC      ,14-03-2000,10:26.2,-4.7715,103.162,61.7,      ,ISC      ,mb    ,5.1,,,
1790714,ISC      ,17-03-2000,52:26.8,2.6361,97.3845,33,TRUE  ,ISC      ,mb    ,4.1,,,
1790745,ISC      ,17-03-2000,28:15.6,-4.6546,102.4903,35,TRUE  ,ISC      ,mb    ,4.4,,,
1791089,ISC      ,21-03-2000,51:34.9,-8.111,108.0895,70,TRUE  ,ISC      ,mb    ,4.2,,,
2425127,ISC      ,21-03-2000,24:20.7,9.2017,93.1622,37,TRUE  ,ISC      ,mb    ,4.3,,,
2204737,ISC      ,22-03-2000,51:55.7,-4.9805,102.9139,59,TRUE  ,ISC      ,mb    ,4.2,,,
1733952,ISC      ,28-03-2000,30:15.4,-2.1286,99.7717,34,TRUE  ,ISC      ,mb    ,4.5,,,
1733974,ISC      ,28-03-2000,35:55.1,-6.5103,103.1603,21,TRUE  ,ISC      ,mb    ,4.5,ISC      ,MS    ,4.3
1793158,ISC      ,02-04-2000,29:42.6,-7.9265,108.2976,78,TRUE  ,ISC      ,mb    ,4,,,
1734186,ISC      ,03-04-2000,02:31.3,2.5305,97.1717,33,TRUE  ,ISC      ,mb    ,4.8,,,
2676408,ISC      ,04-04-2000,08:13.4,1.9826,98.1436,46,TRUE  ,ISC      ,mb    ,4.2,,,
1793805,ISC      ,06-04-2000,34:52.8,-4.8394,103.0473,59,TRUE  ,ISC      ,mb    ,4.6,,,
1793816,ISC      ,06-04-2000,15:42.9,1.6969,99.8396,185,TRUE  ,ISC      ,mb    ,4.3,,,
1734246,ISC      ,06-04-2000,47:36.8,-5.9014,104.0007,42,TRUE  ,ISC      ,mb    ,4.6,,,
2676655,ISC      ,08-04-2000,36:09.3,-1.7799,101.8044,163,TRUE  ,ISC      ,mb    ,4.4,,,
1734422,ISC      ,12-04-2000,54:29.1,-7.6926,108.0803,75,TRUE  ,ISC      ,mb    ,4.5,,,
2676962,ISC      ,13-04-2000,11:05.0,4.327,94.6746,48,TRUE  ,ISC      ,mb    ,4.2,,,
1734520,ISC      ,17-04-2000,52:47.8,2.8659,97.9867,35,TRUE  ,ISC      ,mb    ,4.5,,,
1734686,ISC      ,23-04-2000,57:44.9,-2.8253,101.2611,58.6,      ,ISC      ,mb    ,4.9,,,
1734688,ISC      ,23-04-2000,16:44.6,-6.9889,103.8047,24,TRUE  ,ISC      ,mb    ,4.1,,,
2677885,ISC      ,26-04-2000,25:17.7,-2.4939,101.1943,35,TRUE  ,ISC      ,mb    ,4.7,,,
1734832,ISC      ,27-04-2000,42:49.4,-0.902,100.7064,86,TRUE  ,ISC      ,mb    ,4.5,,,
1734872,ISC      ,28-04-2000,20:51.7,3.9535,97.3853,43,TRUE  ,ISC      ,mb    ,4.3,,,
1796034,ISC      ,30-04-2000,07:49.7,6.3759,95.1571,81,TRUE  ,ISC      ,mb    ,4.1,,,
1796075,ISC      ,30-04-2000,02:00.0,1.3291,99.0078,90,TRUE  ,ISC      ,mb    ,4.3,,,
1734936,ISC      ,30-04-2000,55:24.2,-6.2505,103.8604,52.2,      ,ISC      ,mb    ,4.7,,,
2889132,ISC      ,01-05-2000,46:14.1,-7.5961,106.0039,32,TRUE  ,ISC      ,mb    ,4.3,,,
1735030,ISC      ,03-05-2000,19:35.5,-6.0983,104.6696,51,TRUE  ,ISC      ,mb    ,5,ISC      ,MS    ,4.2
2889601,ISC      ,05-05-2000,15:48.0,2.5318,97.2834,33,TRUE  ,ISC      ,mb    ,4,,,
2767993,ISC      ,05-05-2000,27:50.0,-6.7115,108.2028,35,TRUE  ,ISC      ,mb    ,4.1,,,
1735202,ISC      ,07-05-2000,09:53.2,-5.2559,100.2215,35,TRUE  ,ISC      ,mb    ,4.2,,,
2789596,ISC      ,07-05-2000,55:10.4,-8.8077,108.5713,31,TRUE  ,ISC      ,mb    ,4.3,,,
2889816,ISC      ,08-05-2000,25:23.4,2.0764,99.0226,100,TRUE  ,ISC      ,mb    ,4.2,,,
1735240,ISC      ,08-05-2000,29:16.8,-0.9641,97.9988,28.5,      ,ISC      ,mb    ,4.7,ISC      ,MS    ,5.3
1735238,ISC      ,08-05-2000,30:00.7,-0.951,97.9601,32.8,      ,ISC      ,mb    ,5.5,ISC      ,MS    ,5.3
1735242,ISC      ,08-05-2000,44:20.7,-1.0035,97.9035,26,TRUE  ,ISC      ,mb    ,4.4,,,
2889892,ISC      ,08-05-2000,06:30.9,6.8062,94.6557,50,TRUE  ,ISC      ,mb    ,4.1,,,
1735258,ISC      ,08-05-2000,14:44.0,-0.9541,97.9513,26,TRUE  ,ISC      ,mb    ,4.4,,,
2889897,ISC      ,08-05-2000,37:20.6,-0.8178,98.0735,26,TRUE  ,ISC      ,mb    ,4.2,,,
