  EVENTID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,DEPFIX,AUTHOR   ,TYPE  ,MAG ,,,
7703727,ISC      ,13-10-2005,48:38.5,4.8317,95.0968,50,TRUE  ,ISC      ,mb    ,4.5,,,
7703740,ISC      ,13-10-2005,50:51.3,5.2906,94.3767,46,TRUE  ,ISC      ,mb    ,4.7,,,
8314750,ISC      ,14-10-2005,39:46.0,6.844,94.0671,21,TRUE  ,ISC      ,mb    ,4.8,,,
8314759,ISC      ,14-10-2005,45:46.9,2.4919,96.0308,25,TRUE  ,ISC      ,mb    ,4,,,
8314764,ISC      ,14-10-2005,12:40.8,4.574,95.0082,48,TRUE  ,ISC      ,mb    ,4.3,,,
8314778,ISC      ,14-10-2005,54:22.5,2.2305,96.1493,27,TRUE  ,ISC      ,mb    ,4.3,,,
8314780,ISC      ,14-10-2005,25:44.7,5.8315,93.293,29.9,      ,ISC      ,mb    ,4.2,,,
8104390,ISC      ,15-10-2005,44:03.9,0.8259,97.3246,27,TRUE  ,ISC      ,mb    ,4.5,ISC      ,MS    ,4
8314793,ISC      ,15-10-2005,26:11.2,4.9892,95.1994,50,TRUE  ,ISC      ,mb    ,4.2,,,
7703936,ISC      ,16-10-2005,18:59.7,7.7597,92.6816,30.8,      ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.4
7703957,ISC      ,16-10-2005,03:26.1,2.0811,97.9946,53.8,      ,ISC      ,mb    ,5.4,ISC      ,MS    ,5.1
8314833,ISC      ,16-10-2005,43:05.4,0.0976,97.7927,30,TRUE  ,ISC      ,mb    ,4.2,,,
8314834,ISC      ,16-10-2005,59:24.6,5.1847,94.6735,43,TRUE  ,ISC      ,mb    ,4.1,,,
8104410,ISC      ,16-10-2005,35:50.3,1.0946,96.9422,25,TRUE  ,ISC      ,mb    ,4.6,ISC      ,MS    ,4.2
8314854,ISC      ,17-10-2005,29:08.4,1.6865,97.1624,20,      ,ISC      ,mb    ,4.2,,,
7995698,ISC      ,18-10-2005,22:10.3,1.3401,97.0419,28,TRUE  ,ISC      ,mb    ,4.6,ISC      ,MS    ,4.2
8314888,ISC      ,18-10-2005,55:36.2,6.9294,94.247,26,TRUE  ,ISC      ,mb    ,4,,,
8104489,ISC      ,19-10-2005,51:15.1,-7.6757,104.9295,35,TRUE  ,ISC      ,mb    ,4.6,,,
7995750,ISC      ,19-10-2005,49:37.6,-5.853,102.8709,33,TRUE  ,ISC      ,mb    ,4.9,ISC      ,MS    ,4.3
7995752,ISC      ,19-10-2005,47:53.5,0.9323,97.0596,25,TRUE  ,ISC      ,mb    ,4.7,,,
8104510,ISC      ,20-10-2005,47:46.4,1.0443,97.1625,25,TRUE  ,ISC      ,mb    ,4.3,,,
8315013,ISC      ,21-10-2005,16:35.0,3.8542,95.6713,51,TRUE  ,ISC      ,mb    ,4,,,
8315015,ISC      ,21-10-2005,30:53.0,1.8973,96.6081,28,TRUE  ,ISC      ,mb    ,4.5,,,
7704316,ISC      ,21-10-2005,14:10.6,-9.4572,107.4879,23,TRUE  ,ISC      ,mb    ,4.8,,,
8315049,ISC      ,22-10-2005,03:17.5,0.663,100.0244,35,TRUE  ,ISC      ,mb    ,4.6,,,
8315056,ISC      ,22-10-2005,00:59.7,5.4572,94.5661,46,TRUE  ,ISC      ,mb    ,4.4,,,
8315059,ISC      ,22-10-2005,33:13.6,1.6965,97.1209,28,TRUE  ,ISC      ,mb    ,4.4,,,
7704446,ISC      ,23-10-2005,15:26.5,-9.3662,107.6033,31.8,      ,ISC      ,mb    ,4.8,ISC      ,MS    ,4
8315089,ISC      ,23-10-2005,05:17.4,0.7181,97.588,27,TRUE  ,ISC      ,mb    ,4.2,,,
8315090,ISC      ,23-10-2005,16:38.8,0.2594,97.7734,29,TRUE  ,ISC      ,mb    ,4.2,,,
8315092,ISC      ,23-10-2005,55:39.5,1.3616,97.1296,28,TRUE  ,ISC      ,mb    ,4.2,,,
8037568,ISC      ,24-10-2005,39:55.5,-1.4927,99.5829,27.8,      ,ISC      ,mb    ,4.9,ISC      ,MS    ,4
8315127,ISC      ,24-10-2005,20:39.7,-7.7128,108.3282,100,TRUE  ,ISC      ,mb    ,4.1,,,
8315129,ISC      ,24-10-2005,32:51.5,-1.5172,99.5357,30,TRUE  ,ISC      ,mb    ,4.2,,,
8315131,ISC      ,24-10-2005,38:42.1,-1.507,99.5285,30,TRUE  ,ISC      ,mb    ,4.2,,,
8104612,ISC      ,25-10-2005,16:15.6,7.2203,92.9769,27,TRUE  ,ISC      ,mb    ,4.3,,,
7704675,ISC      ,25-10-2005,25:46.8,0.7501,98.2143,32,TRUE  ,ISC      ,mb    ,4.9,ISC      ,MS    ,4.2
7704694,ISC      ,26-10-2005,39:32.6,3.9856,94.3109,26.2,      ,ISC      ,mb    ,5,ISC      ,MS    ,4.6
8037608,ISC      ,26-10-2005,40:59.7,3.3551,96.2159,38,TRUE  ,ISC      ,mb    ,4.5,,,
7704740,ISC      ,27-10-2005,16:28.3,2.7636,95.7871,24.1,      ,ISC      ,mb    ,5.2,ISC      ,MS    ,4.7
8315268,ISC      ,27-10-2005,48:27.8,2.763,96.0289,31,TRUE  ,ISC      ,mb    ,4.5,,,
7704785,ISC      ,27-10-2005,37:20.7,-1.8602,99.4293,30,TRUE  ,ISC      ,mb    ,4.9,ISC      ,MS    ,4.2
7704798,ISC      ,28-10-2005,07:34.7,2.3486,96.2989,22.9,      ,ISC      ,mb    ,5,ISC      ,MS    ,4.5
8315289,ISC      ,28-10-2005,11:55.3,2.2095,96.2765,28,TRUE  ,ISC      ,mb    ,4.1,,,
8315311,ISC      ,28-10-2005,46:03.1,2.2938,96.2682,30,TRUE  ,ISC      ,mb    ,4.1,ISC      ,MS    ,4.1
8104669,ISC      ,28-10-2005,16:57.9,2.2504,96.3034,28,TRUE  ,ISC      ,mb    ,4.8,ISC      ,MS    ,4
7704821,ISC      ,28-10-2005,41:58.0,1.1993,97.1978,25.1,      ,ISC      ,mb    ,4.6,ISC      ,MS    ,4
7704823,ISC      ,28-10-2005,23:29.4,2.4472,96.2211,26.2,      ,ISC      ,mb    ,5.1,ISC      ,MS    ,4.4
8315324,ISC      ,28-10-2005,33:37.2,-2.0215,101.0074,62,TRUE  ,ISC      ,mb    ,4.2,,,
7704828,ISC      ,28-10-2005,59:12.7,4.6887,93.788,26,TRUE  ,ISC      ,mb    ,4.7,,,
7704963,ISC      ,30-10-2005,37:46.1,1.8034,97.0946,27,      ,ISC      ,mb    ,5,ISC      ,MS    ,4.3
7705016,ISC      ,31-10-2005,57:55.5,9.268,93.821,144.8,      ,ISC      ,mb    ,4.5,,,
8315451,ISC      ,31-10-2005,59:08.7,-1.5589,99.7798,33,TRUE  ,ISC      ,mb    ,4.2,,,
8104731,ISC      ,31-10-2005,33:47.6,2.4108,95.8583,15.5,      ,ISC      ,mb    ,4.8,,,
8037730,ISC      ,31-10-2005,27:24.8,-1.7815,99.4373,30,TRUE  ,ISC      ,mb    ,4.7,,,
7705024,ISC      ,31-10-2005,36:53.1,-1.5608,99.4608,30,TRUE  ,ISC      ,mb    ,4.3,,,
7706474,ISC      ,01-11-2005,26:45.6,1.0018,97.4294,27,TRUE  ,ISC      ,mb    ,4.5,ISC      ,MS    ,4
8315475,ISC      ,01-11-2005,44:42.3,1.3135,96.1053,25.6,      ,ISC      ,mb    ,4.3,,,
8315476,ISC      ,01-11-2005,35:45.6,3.5167,96.2669,25,TRUE  ,ISC      ,mb    ,4,,,
8075644,ISC      ,01-11-2005,22:22.9,2.2535,96.2562,30,TRUE  ,ISC      ,mb    ,4.3,,,
8315481,ISC      ,01-11-2005,10:28.9,2.4194,95.7411,15.8,      ,ISC      ,mb    ,4.1,,,
8075681,ISC      ,02-11-2005,51:48.0,9.4658,93.1172,45,TRUE  ,ISC      ,mb    ,4.6,,,
8315561,ISC      ,03-11-2005,29:38.6,2.496,94.4154,21,TRUE  ,ISC      ,mb    ,4.4,,,
7720265,ISC      ,03-11-2005,08:56.3,7.3925,92.3051,18.4,      ,ISC      ,mb    ,4.7,,,
7720267,ISC      ,03-11-2005,30:13.6,4.7382,95.066,70.5,      ,ISC      ,mb    ,4.8,,,
8075784,ISC      ,03-11-2005,33:29.9,2.5084,94.4675,24.9,      ,ISC      ,mb    ,4.5,,,
8093850,ISC      ,03-11-2005,45:39.7,1.3197,97.2102,28,TRUE  ,ISC      ,mb    ,4.5,,,
8075786,ISC      ,03-11-2005,52:31.7,7.0902,92.4235,20.3,      ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.1
8315566,ISC      ,03-11-2005,05:04.6,5.3813,94.4192,46,TRUE  ,ISC      ,mb    ,4,,,
8315567,ISC      ,03-11-2005,46:58.7,1.1953,97.1808,16.7,      ,ISC      ,mb    ,4.4,,,
8315572,ISC      ,04-11-2005,44:06.3,4.5648,94.9294,48,TRUE  ,ISC      ,mb    ,4,,,
7706598,ISC      ,04-11-2005,44:48.5,1.2588,97.2788,31.3,      ,ISC      ,mb    ,5.5,ISC      ,MS    ,5.3
8315607,ISC      ,05-11-2005,05:03.5,6.6958,92.9186,27,TRUE  ,ISC      ,mb    ,4,,,
7749626,ISC      ,07-11-2005,15:53.0,9.8963,108.3768,29.6,      ,ISC      ,mb    ,4.8,ISC      ,MS    ,5
8315692,ISC      ,08-11-2005,54:02.7,1.4909,97.5236,30,TRUE  ,ISC      ,mb    ,4.2,,,
7749644,ISC      ,08-11-2005,23:44.3,2.7571,97.1591,37,TRUE  ,ISC      ,mb    ,4.6,,,
7749645,ISC      ,08-11-2005,54:40.8,9.9086,108.2497,22.5,      ,ISC      ,mb    ,5,ISC      ,MS    ,5.1
8315711,ISC      ,08-11-2005,19:11.7,-1.7384,99.8515,33,TRUE  ,ISC      ,mb    ,4.1,,,
8174332,ISC      ,09-11-2005,08:42.3,-7.3892,107.105,63,TRUE  ,ISC      ,mb    ,4.4,,,
8315795,ISC      ,11-11-2005,38:59.0,4.067,95.0816,37,TRUE  ,ISC      ,mb    ,4.2,,,
8094193,ISC      ,11-11-2005,17:15.3,7.6876,94.0076,20,TRUE  ,ISC      ,mb    ,4.2,,,
8315806,ISC      ,11-11-2005,18:33.9,7.966,94.383,21,TRUE  ,ISC      ,mb    ,4.1,,,
7749793,ISC      ,11-11-2005,46:41.8,4.9479,94.2434,43,TRUE  ,ISC      ,mb    ,4.5,,,
8315819,ISC      ,11-11-2005,54:58.2,1.479,96.9979,28,TRUE  ,ISC      ,mb    ,4,,,
8174394,ISC      ,12-11-2005,11:44.4,4.7339,95.2633,48,TRUE  ,ISC      ,mb    ,4.2,,,
7749828,ISC      ,12-11-2005,14:18.7,1.0707,97.3395,25.1,      ,ISC      ,mb    ,4.8,ISC      ,MS    ,4.4
8315835,ISC      ,12-11-2005,19:55.2,1.0029,97.429,27,TRUE  ,ISC      ,mb    ,4.2,,,
8315838,ISC      ,12-11-2005,56:27.2,1.06,97.5291,27,TRUE  ,ISC      ,mb    ,4,,,
8315840,ISC      ,12-11-2005,48:24.7,0.96,97.4371,27,TRUE  ,ISC      ,mb    ,4.2,,,
7749833,ISC      ,12-11-2005,54:13.1,1.8908,97.0176,25.4,      ,ISC      ,mb    ,5.3,ISC      ,MS    ,4.7
8094250,ISC      ,12-11-2005,22:21.3,1.0905,97.2863,27,TRUE  ,ISC      ,mb    ,4.5,,,
7749835,ISC      ,12-11-2005,34:40.8,1.5325,99.1044,27.9,      ,ISC      ,mb    ,4.6,ISC      ,MS    ,4.5
7749839,ISC      ,12-11-2005,38:41.6,1.3884,97.1423,25.4,      ,ISC      ,mb    ,5,ISC      ,MS    ,4.3
8094310,ISC      ,13-11-2005,04:32.6,1.0319,97.105,25,TRUE  ,ISC      ,mb    ,4.1,,,
8174434,ISC      ,14-11-2005,27:51.3,5.2039,94.6361,43,TRUE  ,ISC      ,mb    ,4.3,,,
8315938,ISC      ,14-11-2005,40:21.8,-8.898,109.1458,35,TRUE  ,ISC      ,mb    ,4.1,,,
8094359,ISC      ,14-11-2005,44:05.4,9.916,92.0245,35,TRUE  ,ISC      ,mb    ,4.2,,,
8315944,ISC      ,14-11-2005,36:07.4,3.089,97.5868,60,TRUE  ,ISC      ,mb    ,4.3,,,
8174455,ISC      ,15-11-2005,55:20.3,3.6522,97.1655,72,TRUE  ,ISC      ,mb    ,4.3,,,
8094393,ISC      ,15-11-2005,14:39.7,1.4191,97.1709,25,TRUE  ,ISC      ,mb    ,4.4,,,
8316029,ISC      ,16-11-2005,11:01.8,3.0688,96.2208,31,TRUE  ,ISC      ,mb    ,4.3,,,
8316035,ISC      ,16-11-2005,38:09.2,3.6565,95.4102,35,TRUE  ,ISC      ,mb    ,4.3,,,
8174478,ISC      ,16-11-2005,58:46.2,5.2614,94.7517,50,TRUE  ,ISC      ,mb    ,4.3,,,
8316088,ISC      ,18-11-2005,18:37.6,2.2419,96.8925,33,TRUE  ,ISC      ,mb    ,4.1,,,
8316090,ISC      ,18-11-2005,14:10.5,0.7197,97.0237,25,TRUE  ,ISC      ,mb    ,4,,,
8094513,ISC      ,18-11-2005,18:17.6,1.168,97.1306,25,TRUE  ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.5
7758958,ISC      ,18-11-2005,44:08.1,4.9436,95.9874,30.7,      ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.3
7758966,ISC      ,18-11-2005,14:59.2,2.8349,94.1043,31.4,      ,ISC      ,mb    ,4.8,ISC      ,MS    ,4.9
8316113,ISC      ,18-11-2005,11:09.5,0.7789,97.4181,27,TRUE  ,ISC      ,mb    ,4,,,
8316131,ISC      ,19-11-2005,23:14.3,5.2263,94.7588,43,TRUE  ,ISC      ,mb    ,4.4,,,
7758975,ISC      ,19-11-2005,38:53.7,2.8567,95.3263,25.4,      ,ISC      ,mb    ,5.1,ISC      ,MS    ,5
7758979,ISC      ,19-11-2005,18:01.8,1.8093,98.9175,122.8,      ,ISC      ,mb    ,4.7,,,
7750167,ISC      ,19-11-2005,09:20.1,1.993,96.7585,23.4,      ,ISC      ,mb    ,5.3,ISC      ,MS    ,6.4
8094565,ISC      ,19-11-2005,10:14.1,2.1501,96.8388,30.4,      ,ISC      ,mb    ,6,ISC      ,MS    ,6.3
7758980,ISC      ,19-11-2005,11:45.7,-4.0953,103.5163,44.1,      ,ISC      ,mb    ,5.1,ISC      ,MS    ,4.6
7758981,ISC      ,19-11-2005,22:17.2,2.1368,96.7871,28,TRUE  ,ISC      ,mb    ,4.5,,,
7758997,ISC      ,20-11-2005,01:19.6,-6.2801,103.8037,48,TRUE  ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.2
8316188,ISC      ,20-11-2005,16:29.9,2.1092,96.7534,28,TRUE  ,ISC      ,mb    ,4.3,,,
8316192,ISC      ,20-11-2005,09:06.3,2.3172,96.9398,33,TRUE  ,ISC      ,mb    ,4.2,,,
8316232,ISC      ,21-11-2005,02:54.4,1.7618,96.4897,28,TRUE  ,ISC      ,mb    ,4.4,,,
8316255,ISC      ,22-11-2005,34:43.2,0.8491,98.1872,32,TRUE  ,ISC      ,mb    ,4.4,,,
8316256,ISC      ,22-11-2005,11:46.1,1.7077,97.7164,30,TRUE  ,ISC      ,mb    ,4.1,,,
8094693,ISC      ,22-11-2005,04:38.0,0.6605,96.8766,22.9,      ,ISC      ,mb    ,4.8,ISC      ,MS    ,4.4
8316263,ISC      ,22-11-2005,57:09.0,2.8206,96.301,33,TRUE  ,ISC      ,mb    ,4.1,,,
8316276,ISC      ,23-11-2005,51:28.2,2.0868,96.8364,28,TRUE  ,ISC      ,mb    ,4.3,,,
8094720,ISC      ,23-11-2005,29:59.1,1.6374,92.1281,27.6,      ,ISC      ,mb    ,4.6,ISC      ,MS    ,4.4
8316323,ISC      ,24-11-2005,44:08.9,2.1098,96.3026,28,TRUE  ,ISC      ,mb    ,4.4,,,
8316327,ISC      ,24-11-2005,36:19.2,5.0805,94.8693,50,TRUE  ,ISC      ,mb    ,4,,,
7780935,ISC      ,25-11-2005,06:03.8,1.1377,97.166,25,TRUE  ,ISC      ,mb    ,4.5,ISC      ,MS    ,4.3
7780954,ISC      ,25-11-2005,47:45.5,7.087,92.3184,22.6,      ,ISC      ,mb    ,4.8,,,
8316392,ISC      ,26-11-2005,09:22.6,-8.3816,108.9481,55,TRUE  ,ISC      ,mb    ,4.1,,,
8316400,ISC      ,26-11-2005,18:21.6,2.7277,94.157,24.7,      ,ISC      ,mb    ,4.1,,,
8316430,ISC      ,27-11-2005,11:20.3,5.2916,94.4716,43,TRUE  ,ISC      ,mb    ,4.2,,,
8094849,ISC      ,27-11-2005,20:36.7,1.0907,97.2044,27,TRUE  ,ISC      ,mb    ,4.3,,,
7781000,ISC      ,27-11-2005,18:51.0,1.9196,96.6693,33.3,      ,ISC      ,mb    ,4.8,,,
7759137,ISC      ,27-11-2005,31:37.0,1.1453,97.1983,26,      ,ISC      ,mb    ,5.3,ISC      ,MS    ,5.5
7781035,ISC      ,28-11-2005,16:46.3,1.0775,97.1968,28.6,      ,ISC      ,mb    ,5,ISC      ,MS    ,5.2
7773484,ISC      ,29-11-2005,12:05.5,1.4606,97.1161,28,TRUE  ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.3
8094891,ISC      ,29-11-2005,45:29.6,2.8885,96.1298,40.9,      ,ISC      ,mb    ,4.4,,,
8316528,ISC      ,30-11-2005,42:32.8,-8.1071,108.9555,83,TRUE  ,ISC      ,mb    ,4.3,,,
8316551,ISC      ,01-12-2005,01:19.0,1.0831,98.8921,86,TRUE  ,ISC      ,mb    ,4,,,
7785623,ISC      ,01-12-2005,21:30.6,3.1169,93.699,27.4,      ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.5
8316575,ISC      ,01-12-2005,41:33.2,1.8584,96.6238,28,TRUE  ,ISC      ,mb    ,4.1,,,
7785657,ISC      ,02-12-2005,07:59.4,3.1675,93.8353,24.8,      ,ISC      ,mb    ,5.2,ISC      ,MS    ,4.3
8174975,ISC      ,02-12-2005,43:57.9,2.4476,95.98,25,TRUE  ,ISC      ,mb    ,4.5,,,
8316590,ISC      ,02-12-2005,08:41.5,5.0225,94.1636,34,TRUE  ,ISC      ,mb    ,4.2,,,
8316613,ISC      ,03-12-2005,14:25.6,1.7226,97.1118,32.9,      ,ISC      ,mb    ,4,,,
7788685,ISC      ,03-12-2005,36:24.6,5.2164,94.6728,50,TRUE  ,ISC      ,mb    ,4.6,,,
7788690,ISC      ,03-12-2005,40:03.1,0.3302,98.5991,23.9,      ,ISC      ,mb    ,4.7,,,
7788692,ISC      ,03-12-2005,48:07.3,1.2519,97.1176,21.2,      ,ISC      ,mb    ,4.9,ISC      ,MS    ,4.5
8316654,ISC      ,04-12-2005,02:03.7,0.8478,97.0699,25,TRUE  ,ISC      ,mb    ,4.2,,,
7788701,ISC      ,04-12-2005,09:24.0,0.9052,97.5342,25.4,      ,ISC      ,mb    ,5,ISC      ,MS    ,4.5
8176427,ISC      ,04-12-2005,46:20.9,1.5499,97.0259,28,TRUE  ,ISC      ,mb    ,4.3,,,
7788714,ISC      ,05-12-2005,46:48.1,3.4643,95.2407,28.5,      ,ISC      ,mb    ,5.2,ISC      ,MS    ,4.3
8316697,ISC      ,05-12-2005,52:55.5,1.9867,96.6777,28,TRUE  ,ISC      ,mb    ,4.3,,,
8316716,ISC      ,05-12-2005,05:29.4,4.6269,94.9362,48,TRUE  ,ISC      ,mb    ,4,,,
8316724,ISC      ,05-12-2005,25:59.4,2.2042,97.0139,28,TRUE  ,ISC      ,mb    ,4.2,,,
8316728,ISC      ,06-12-2005,34:35.0,-1.6237,100.0264,33,TRUE  ,ISC      ,mb    ,4.1,,,
7788738,ISC      ,06-12-2005,40:10.9,2.5076,96.263,25.6,      ,ISC      ,mb    ,5,ISC      ,MS    ,4.4
8316743,ISC      ,06-12-2005,24:21.0,5.6643,93.0755,28,TRUE  ,ISC      ,mb    ,4,,,
8316746,ISC      ,06-12-2005,50:05.0,-1.3565,99.5375,30,TRUE  ,ISC      ,mb    ,4.5,,,
8316748,ISC      ,06-12-2005,31:13.9,5.7832,92.961,28,TRUE  ,ISC      ,mb    ,4,,,
8316750,ISC      ,06-12-2005,32:21.9,-3.4461,100.9569,32,TRUE  ,ISC      ,mb    ,4.3,,,
8316757,ISC      ,06-12-2005,25:46.0,5.0755,92.8401,25,TRUE  ,ISC      ,mb    ,4.1,,,
8177677,ISC      ,07-12-2005,48:15.5,-6.1621,103.8742,42,TRUE  ,ISC      ,mb    ,4.4,,,
7952319,ISC      ,07-12-2005,19:28.1,1.4095,97.1895,32.3,      ,ISC      ,mb    ,4.9,ISC      ,MS    ,5
7952327,ISC      ,07-12-2005,38:18.4,0.2193,97.2756,22.3,      ,ISC      ,mb    ,5.1,ISC      ,MS    ,4.3
8316807,ISC      ,07-12-2005,12:29.8,1.9436,96.5292,28,TRUE  ,ISC      ,mb    ,4.2,,,
7952355,ISC      ,08-12-2005,05:08.8,-6.0544,105.5173,26,TRUE  ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.8
7952362,ISC      ,08-12-2005,15:40.6,3.1349,95.2866,27,TRUE  ,ISC      ,mb    ,4.5,,,
8316849,ISC      ,08-12-2005,46:10.0,7.5689,91.8065,24,TRUE  ,ISC      ,mb    ,4,,,
8316851,ISC      ,08-12-2005,35:24.1,-5.3672,102.6299,59,TRUE  ,ISC      ,mb    ,4.5,,,
8316864,ISC      ,08-12-2005,14:33.8,1.0869,97.1784,25,TRUE  ,ISC      ,mb    ,4.1,,,
8011428,ISC      ,08-12-2005,16:59.5,1.9959,96.56,28,TRUE  ,ISC      ,mb    ,4.2,,,
7952388,ISC      ,08-12-2005,43:16.6,2.2781,96.3433,28,TRUE  ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.1
8316894,ISC      ,09-12-2005,07:36.3,2.583,96.2058,25,TRUE  ,ISC      ,mb    ,4,,,
8181511,ISC      ,09-12-2005,15:19.5,9.2766,92.43,35,TRUE  ,ISC      ,mb    ,4,,,
8316913,ISC      ,09-12-2005,15:28.7,9.0156,92.473,31,TRUE  ,ISC      ,mb    ,4.1,,,
8181515,ISC      ,09-12-2005,27:47.1,5.4185,94.5655,46,TRUE  ,ISC      ,mb    ,4.3,,,
8076960,ISC      ,10-12-2005,51:24.5,0.868,97.6641,27,TRUE  ,ISC      ,mb    ,4.4,ISC      ,MS    ,4.3
7952450,ISC      ,10-12-2005,41:49.4,5.2475,94.5292,31.6,      ,ISC      ,mb    ,4.9,ISC      ,MS    ,4
8181595,ISC      ,11-12-2005,42:12.0,2.6737,95.5286,19.1,      ,ISC      ,mb    ,4.5,,,
8316970,ISC      ,11-12-2005,05:26.5,4.9198,95.7828,100,TRUE  ,ISC      ,mb    ,4.2,,,
8316987,ISC      ,11-12-2005,19:04.8,5.3435,94.4637,46,TRUE  ,ISC      ,mb    ,4,,,
8181655,ISC      ,12-12-2005,52:34.7,-1.0875,99.7711,57,TRUE  ,ISC      ,mb    ,4.6,,,
8317036,ISC      ,12-12-2005,42:23.0,4.7529,94.8876,50,TRUE  ,ISC      ,mb    ,4.3,,,
8181676,ISC      ,12-12-2005,36:47.6,2.2693,96.2,27,TRUE  ,ISC      ,mb    ,4.6,ISC      ,MS    ,4
8181695,ISC      ,13-12-2005,05:27.6,6.3493,92.8607,25,TRUE  ,ISC      ,mb    ,4.3,,,
8181759,ISC      ,14-12-2005,51:40.7,2.1521,96.4951,28,TRUE  ,ISC      ,mb    ,4.5,,,
8317119,ISC      ,14-12-2005,07:30.7,8.6264,93.8371,22,TRUE  ,ISC      ,mb    ,4.1,,,
8181789,ISC      ,14-12-2005,15:02.1,0.1119,97.9472,30,TRUE  ,ISC      ,mb    ,4.3,,,
8317150,ISC      ,15-12-2005,25:59.2,-1.0931,99.9095,57,TRUE  ,ISC      ,mb    ,4.2,,,
8181925,ISC      ,16-12-2005,06:33.9,5.2931,94.2678,35,TRUE  ,ISC      ,mb    ,4.5,,,
8317216,ISC      ,16-12-2005,17:31.8,0.9401,97.2904,25,TRUE  ,ISC      ,mb    ,4.1,,,
8317254,ISC      ,17-12-2005,41:42.4,-1.511,100.6572,58,TRUE  ,ISC      ,mb    ,4,,,
7952563,ISC      ,18-12-2005,23:10.6,2.7842,95.8899,27,      ,ISC      ,mb    ,5.4,ISC      ,MS    ,5.6
8317281,ISC      ,18-12-2005,11:50.6,2.2746,93.0386,29,      ,ISC      ,mb    ,4,,,
8182078,ISC      ,19-12-2005,17:17.9,4.7983,94.8326,50,TRUE  ,ISC      ,mb    ,4.4,,,
8182084,ISC      ,19-12-2005,47:26.9,5.1581,94.2327,40.8,      ,ISC      ,mb    ,4.4,,,
8182109,ISC      ,19-12-2005,45:24.8,7.5777,92.2685,24,TRUE  ,ISC      ,mb    ,4,,,
8182159,ISC      ,20-12-2005,12:26.8,3.4489,98.6488,35,TRUE  ,ISC      ,mb    ,4.2,,,
8317344,ISC      ,20-12-2005,27:50.7,4.9281,95.9838,29,TRUE  ,ISC      ,mb    ,4.2,,,
8182167,ISC      ,20-12-2005,42:44.6,3.1841,98.1783,35,TRUE  ,ISC      ,mb    ,4.3,ISC      ,MS    ,4.2
7997081,ISC      ,20-12-2005,07:58.2,4.5081,96.5032,33,TRUE  ,ISC      ,mb    ,4.4,ISC      ,MS    ,4.1
8182312,ISC      ,22-12-2005,35:11.2,6.5221,91.6049,35,TRUE  ,ISC      ,mb    ,4.3,,,
8317449,ISC      ,22-12-2005,49:18.5,-3.6902,100.7883,32,TRUE  ,ISC      ,mb    ,4.4,,,
7997197,ISC      ,23-12-2005,38:02.4,-0.4463,96.9738,21,TRUE  ,ISC      ,mb    ,4.3,,,
8317472,ISC      ,23-12-2005,05:28.1,-1.2536,99.3191,41.9,      ,ISC      ,mb    ,4.2,,,
8182357,ISC      ,23-12-2005,25:19.8,1.1153,97.0129,25,TRUE  ,ISC      ,mb    ,4.4,,,
7997220,ISC      ,23-12-2005,42:43.1,1.2095,97.0441,22.5,      ,ISC      ,mb    ,4.6,,,
7997249,ISC      ,23-12-2005,47:35.1,3.692,95.2356,35,TRUE  ,ISC      ,mb    ,4.3,,,
8317551,ISC      ,24-12-2005,46:10.3,8.5105,93.3211,26,TRUE  ,ISC      ,mb    ,4,,,
8317560,ISC      ,24-12-2005,49:58.7,0.8385,97.4248,27,TRUE  ,ISC      ,mb    ,4,,,
8011755,ISC      ,25-12-2005,08:55.0,1.8723,97.047,28,TRUE  ,ISC      ,mb    ,4.5,ISC      ,MS    ,4
8182436,ISC      ,25-12-2005,49:16.4,1.3137,97.0648,15.6,      ,ISC      ,mb    ,4.6,ISC      ,MS    ,4.1
8011759,ISC      ,25-12-2005,16:47.0,-4.5052,102.7994,100,TRUE  ,ISC      ,mb    ,4.7,,,
8011802,ISC      ,26-12-2005,40:20.3,-6.2782,103.3465,35,TRUE  ,ISC      ,mb    ,4.5,,,
8317688,ISC      ,27-12-2005,00:14.7,1.9462,96.7514,28,TRUE  ,ISC      ,mb    ,4.2,,,
8184313,ISC      ,27-12-2005,54:36.4,2.594,95.7904,25,TRUE  ,ISC      ,mb    ,4.5,,,
8184330,ISC      ,27-12-2005,14:11.2,1.6605,96.9948,28,TRUE  ,ISC      ,mb    ,4.3,,,
8184398,ISC      ,28-12-2005,17:19.4,-9.6454,108.2217,27,TRUE  ,ISC      ,mb    ,4.6,,,
8317782,ISC      ,29-12-2005,08:56.2,2.4735,95.6993,25,TRUE  ,ISC      ,mb    ,4.4,,,
7997616,ISC      ,29-12-2005,36:41.1,1.2354,97.1242,31.6,      ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.2
8317797,ISC      ,29-12-2005,27:27.5,6.5517,93.1223,25,TRUE  ,ISC      ,mb    ,4.2,,,
